X_ 1,X_ 2,X_ 3,X_ 4,X_ 5,X_ 6,X_ 7,X_ 8,X_ 9,X_10,X_11,X_12,X_13,X_14,X_15,X_16,X_17,X_18,X_19,X_20,X_21,X_22,X_23,X_24,X_25,X_26,X_27,X_28,X_29,X_30,X_31,X_32,X_33,X_34,X_35,X_36,X_37,X_38,X_39,X_40,X_41,X_42,X_43,X_44,X_45,X_46,X_47,X_48,X_49,X_50,X_51,X_52,X_53,X_54,X_55,X_56,X_57,X_58,Y_ 1,Y_ 2,Y_ 3,Y_ 4,Y_ 5,Y_ 6,Y_ 7,Y_ 8,Y_ 9,Y_10,Y_11,Y_12,Y_13,Y_14,Y_15,Y_16,Y_17,Y_18,Y_19,Y_20,Y_21,Y_22,Y_23,Y_24,Y_25,Y_26,Y_27,Y_28,Y_29,Y_30,Y_31,Y_32,Y_33,Y_34,Y_35,Y_36,Y_37,Y_38,Y_39,Y_40,Y_41,Y_42,Y_43,Y_44,Y_45,Y_46,Y_47,Y_48,Y_49,Y_50,Y_51,Y_52,Y_53,Y_54,Y_55,Y_56,Y_57,Y_58,IDEN
-85.945561,-85.795814,-85.684181,-85.683198,-85.643841,-85.638587,-85.864791,-85.939525,-85.946436,-85.945561,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.042876,41.043588,41.046716,41.001909,41.002305,40.653129,40.651693,40.650991,40.999195,41.042876,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203
-87.467284,-87.466744,-87.31703,-87.316893,-87.298388,-87.073067,-87.01749,-87.017453,-87.072332,-87.268003,-87.270387407739,-87.304057452442,-87.331765,-87.418585,-87.4486358576095,-87.472983,-87.467284,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.165403,38.201286,38.201753,38.246077,38.231671,38.232596,38.20358,38.118301,38.11828,37.924766,37.87542282659,37.8934325491223,37.908253,37.944763,37.9338778682149,38.034944,38.165403,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205
-85.200945,-85.201473,-84.8101612384745,-84.8114171063805,-84.8141281379328,-85.022528,-85.034575,-85.185089,-85.221118,-85.200945,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.873799,40.004521,40.0050675438482,39.9169136295798,39.7266165116193,39.729179,39.714764,39.715515,39.788449,39.873799,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207
-87.099793,-86.986438,-86.987438,-86.930759,-86.581532,-86.581739,-86.750011,-86.771293,-87.095357,-87.097069,-87.09839,-87.099793,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.837607,40.837921,40.912177,40.912418,40.910925,40.735765,40.736027,40.562082,40.562895,40.714401,40.736541,40.837607,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208
-85.686574,-85.652715,-85.651928,-85.537209,-85.307781,-85.338552,-85.335643,-85.643841,-85.683198,-85.684181,-85.686574,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.178376,41.178489,41.294776,41.26631,41.264158,41.17912,41.00525,41.002305,41.001909,41.046716,41.178376,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209
-98.349804,-97.807057,-97.804337,-97.8023129703503,-98.045342,-98.1119851837458,-98.3471487797447,-98.349804,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.384056,37.386293,37.366069,36.998698609394,36.998327,36.9982479946353,36.9979692086496,37.384056,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306
-98.464663,-98.464804,-97.807823,-97.8076,-97.807057,-98.349804,-98.464933,-98.464663,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.471013,37.732675,37.733855,37.474184,37.386293,37.384056,37.384144,37.471013,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309
-97.924795,-97.371911,-97.37175,-97.701841,-97.922136,-97.924269,-97.924795,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.60988,38.609353,38.173673,38.173814,38.173713,38.522755,38.60988,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313
-97.8076,-97.153331,-97.1477209669227,-97.384925,-97.4623460298641,-97.768704,-97.8023129703503,-97.804337,-97.807057,-97.8076,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.474184,37.475544,36.9989723356215,36.998843,36.9988242387969,36.99875,36.998698609394,37.366069,37.386293,37.474184,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326
-84.442661,-84.333846,-84.306169,-84.281844,-84.19405,-84.095324,-83.969281,-83.977924,-83.992845,-84.080527,-84.286461,-84.379613,-84.35523,-84.401847,-84.419918,-84.442661,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.283236,38.288751,38.3131,38.312461,38.37175,38.259014,38.20933,38.192118,38.173364,38.115118,38.067028,38.111456,38.178474,38.207889,38.214245,38.283236,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332
-87.710912,-87.680617,-87.519854,-87.333741,-87.334277,-87.259371,-87.3359790500808,-87.347796,-87.6411458970021,-87.64115,-87.6941859078643,-87.659724,-87.733368,-87.710912,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.021607,37.149239,37.105543,37.157186,37.131818,37.072401,36.6415771604931,36.64144,36.6380360476101,36.638036,36.6368382439437,36.966397,37.002103,37.021607,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340
-89.544434,-89.479346,-89.407906,-89.378694,-89.327319777009,-89.324658,-89.278935,-89.227319,-89.199136,-89.1756497723469,-89.147098,-89.026629,-88.940873,-88.90348,-88.8345890228743,-88.964471,-89.211409,-89.3451943195388,-89.417293,-89.539232,-89.571481,-89.544434,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.57451,36.566253,36.562345,36.622292,36.6239462887705,36.624032,36.577699,36.569375,36.625649,36.6513192625535,36.649117,36.592124,36.591514,36.576864,36.5019803422593,36.502191,36.50563,36.5013432086369,36.499033,36.497934,36.538087,36.57451,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346
-89.202511,-89.15699,-89.1559849090704,-89.104158,-89.067265,-88.813229,-88.819541,-88.8167641573481,-88.8271780363405,-88.8345890228743,-88.90348,-88.940873,-89.026629,-89.147098,-89.1756497723469,-89.165488,-89.202511,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.716618,36.755968,36.7862926633714,36.797285,36.772763,36.773115,36.753088,36.5019514318132,36.5019683222569,36.5019803422593,36.576864,36.591514,36.592124,36.649117,36.6513192625535,36.662426,36.716618,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353
-87.053164,-86.976399,-86.941391,-86.84535,-86.674462,-86.611586,-86.655888,-86.75134,-86.7632909641085,-86.813037,-87.0608263443929,-87.053164,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.061019,37.073588,37.068981,37.056513,36.999766,36.883057,36.876256,36.72712,36.6487206745018,36.647647,36.6447708848516,37.061019,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357
-85.468206,-85.324453,-85.283082,-84.997667,-84.956959,-84.998898,-85.023711,-85.047783,-85.101646,-85.196117,-85.232406,-85.424054,-85.404899,-85.468206,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.285309,38.310112,38.358054,38.335586,38.332271,38.274979,38.129052,38.072341,38.03727,38.074822,38.089431,38.147438,38.26373,38.285309,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368
-86.75134,-86.655888,-86.611586,-86.583289,-86.400518,-86.405769,-86.418888,-86.4114961989664,-86.507771,-86.551292,-86.5620676518653,-86.606394,-86.7632909641085,-86.75134,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.72712,36.876256,36.883057,36.830282,36.807226,36.776187,36.676031,36.6482404228482,36.652445,36.637985,36.6407466739073,36.652107,36.6487206745018,36.72712,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369
-87.259371,-87.250256,-87.053164,-87.0608263443929,-87.1150035566884,-87.3359790500808,-87.259371,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.072401,37.040557,37.061019,36.6447708848516,36.6441420446512,36.6415771604931,37.072401,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371
-88.157347,-88.002697,-87.876996,-87.858088,-87.733368,-87.659724,-87.6941859078643,-87.853204,-87.849567,-88.011792,-88.070532,-88.080126,-88.110831,-88.129944,-88.157347,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.867183,36.910168,36.960116,36.950714,37.002103,36.966397,36.6368382439437,36.633247,36.663701,36.677025,36.678118,36.706739,36.74715,36.807546,36.867183,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372
-88.132341,-88.059588,-88.02803,-87.970262,-87.935861,-87.903804,-87.938128,-87.9253933783054,-87.815093,-87.761995,-87.734545,-87.932952,-88.015572,-88.0662503200971,-88.072242,-88.131622,-88.1321634382725,-88.160062,-88.132341,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.697142,37.742608,37.799224,37.781856,37.789703,37.817762,37.870651,37.8995914848741,37.762423,37.762365,37.638376,37.480052,37.54721,37.5041383273482,37.528826,37.572968,37.57451700083,37.654332,37.697142,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373
-86.622895,-86.497187,-86.399165,-86.28175,-86.218607,-86.113512,-86.16674,-86.201417,-86.405769,-86.400518,-86.583289,-86.611586,-86.674462,-86.622895,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.181089,37.190387,37.169896,37.080597,37.104029,37.061072,36.934015,36.935315,36.776187,36.807226,36.830282,36.883057,36.999766,37.181089,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374
-84.845962,-84.60754,-84.369876,-84.367891,-84.367795,-84.836889,-84.845962,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.466158,43.466006,43.466044,43.128452,43.117938,43.118851,43.466158,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408
-84.826491,-84.709556,-84.363297,-84.3604190413973,-84.3995487854742,-84.438067,-84.806082,-84.805883,-84.8251282838768,-84.826491,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.072468,42.070366,42.073456,41.7069558826335,41.7059213574056,41.704903,41.696089,41.760216,41.7601990063519,42.072468,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409
-83.479567,-83.43261,-83.407146,-83.28231,-83.26153,-83.134881,-83.046577,-83.024604,-82.928884,-82.793205,-82.709839,-82.633641,-82.612224,-82.6064774206084,-83.117844,-83.466592,-83.5060855525428,-83.479567,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.793625,43.885273,43.919807,43.938031,43.973525,43.993147,44.01571,44.045174,44.069389,44.023247,43.948226,43.831224,43.739771,43.690435,43.675493,43.667621,43.7451572131399,43.793625,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410
-85.088811,-84.606035,-84.60754,-84.845962,-85.084996,-85.088811,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.813676,43.815218,43.466006,43.466158,43.46619,43.813676,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413
-84.363297,-84.131963,-83.773922,-83.7631499920621,-83.8803902452576,-84.134417,-84.3604190413973,-84.363297,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.073456,42.071577,42.08243,41.7235467977626,41.7201944966129,41.712931,41.7069558826335,42.073456,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417
-83.773922,-83.539396,-83.294814,-83.1949057141367,-83.216897,-83.269521,-83.326024,-83.341557,-83.39622,-83.441668,-83.424076,-83.453832,-83.5855418421088,-83.763038,-83.7631499920621,-83.773922,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.08243,42.085598,42.094378,42.0332025181647,41.988561,41.939042,41.924961,41.879956,41.852965,41.808646,41.740738,41.732647,41.7287720285128,41.72355,41.7235467977626,42.08243,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423
-84.369876,-84.170576,-84.168127,-84.05,-84.050987,-83.916091,-83.817228,-83.817678,-83.698816,-83.698509,-83.695621,-83.932071,-83.929079,-84.367891,-84.369876,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.466044,43.481969,43.568899,43.567324,43.524064,43.522629,43.522345,43.479052,43.478957,43.392711,43.221422,43.220377,43.132782,43.128452,43.466044,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429
-83.120396,-83.104136,-83.117844,-82.6064774206084,-82.593785,-82.53993,-82.523086,-82.5060424049551,-82.996257,-83.00043,-83.119027,-83.120396,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.327049,43.338206,43.675493,43.690435,43.581467,43.422378,43.225361,43.1688273713115,43.154099,43.284913,43.28368,43.327049,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430
-83.6994170918811,-83.683351,-83.529640471734,-83.51234,-83.5060855525428,-83.466592,-83.117844,-83.104136,-83.120396,-83.354418,-83.351709,-83.460708,-83.460733,-83.695621,-83.698509,-83.698816,-83.699484,-83.6994170918811,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.6016371502565,43.590584,43.7192449191049,43.733726,43.7451572131399,43.667621,43.675493,43.338206,43.327049,43.322257,43.235193,43.232791,43.223131,43.221422,43.392711,43.478957,43.565823,43.6016371502565,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433
-96.8354191619781,-96.253026,-96.241328,-96.117036,-96.118054,-96.103614,-96.311413,-96.457553498485,-96.457781,-96.4700776030493,-96.482556,-96.521787,-96.562142,-96.617726,-96.675447,-96.710786,-96.742509,-96.781036,-96.8354191619781,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.5861286928808,45.585526,45.412667,45.411993,45.239784,45.176675,45.251597,45.2688979287184,45.30761,45.3267996493923,45.346273,45.375645,45.38609,45.408092,45.410216,45.43693,45.478723,45.535972,45.5861286928808,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438
-96.09295,-95.604001,-95.594817,-95.59357,-96.063778,-96.07858,-96.08041,-96.09295,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.630486,44.629945,44.542305,44.19553,44.196425,44.19662,44.54313,44.630486,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458
-94.653462,-94.534724,-94.426529,-94.341679,-94.388922,-94.374592,-93.810362,-93.810321,-93.763948,-94.353112,-94.271776,-94.5133,-94.64399,-94.653462,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.348678,46.302797,46.332336,46.277705,46.238166,46.157093,46.156585,45.98308,45.822143,45.821967,45.775208,45.77438,45.77395,46.348678,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461
-96.280977,-96.17227,-96.174587,-95.247999,-95.16371,-95.15554,-95.155418,-95.155422,-95.15557,-95.145791,-95.14588,-95.76975,-96.265366,-96.28,-96.280977,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.630765,46.630709,46.717854,46.716255,46.71764,46.62994,46.449499,46.448784,46.36888,46.282368,46.106761,46.10745,46.10861,46.28222,46.630765,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467
-95.758508,-95.13967,-95.13173,-95.255206,-95.747402,-95.758508,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.759932,45.758891,45.412402,45.412525,45.412313,45.759932,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,468
-95.482889,-95.24852,-94.758189,-94.502395,-94.498028,-94.498074,-94.629489,-94.6242,-94.78063,-94.81488,-94.865824,-94.880335,-95.132652,-95.244218,-95.360177,-95.415854,-95.482843,-95.482889,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.890712,44.89131,44.892097,44.892295,44.872516,44.717171,44.716663,44.45603,44.45665,44.48445,44.498218,44.516794,44.596443,44.66706,44.69854,44.734505,44.752505,44.890712,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470
-96.254022,-95.758508,-95.747402,-96.117036,-96.241328,-96.253026,-96.254022,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.75982,45.759932,45.412313,45.411993,45.412667,45.585526,45.75982,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476
-96.851621,-96.82616,-96.745086,-96.672665,-96.630512,-96.587093,-96.571871,-96.563672,-96.574264,-96.572697494194,-96.26614,-96.253675,-96.254022,-96.253026,-96.8354191619781,-96.843957,-96.851621,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.619412,45.654164,45.701576,45.732336,45.781157,45.816445,45.871846,45.935245,46.016545,46.0218916713577,46.02161,45.934648,45.75982,45.585526,45.5861286928808,45.594003,45.619412,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479
-94.082083,-94.075385,-93.616033,-93.621153,-93.625844,-94.052313,-94.083833,-94.082083,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.349291,37.58157,37.572689,37.427423,37.282011,37.290078,37.290851,37.349291,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515
-89.519809,-89.501683,-89.465393,-89.375064,-89.307436691173,-89.257608,-89.195039,-89.132915,-89.098843,-89.1031354483266,-89.120472,-89.147674,-89.155891,-89.1559849090704,-89.15699,-89.202511,-89.165488,-89.1756497723469,-89.199136,-89.227319,-89.278935,-89.324658,-89.327319777009,-89.373741,-89.519701,-89.519809,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.869617,36.906262,36.935729,36.964947,37.0287594496279,37.015496,36.989768,36.982057,36.95785,36.9447609003223,36.891896,36.847148,36.789126,36.7862926633714,36.755968,36.716618,36.662426,36.6513192625535,36.625649,36.569375,36.577699,36.624032,36.6239462887705,36.702948,36.847896,36.869617,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524
-93.067291,-93.059974,-92.839837,-92.841871,-92.625189,-92.633756,-92.689834,-92.695886,-92.764539,-92.80696,-93.01499,-93.077692,-93.067291,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.529995,38.693077,38.683974,38.596792,38.430778,38.348082,38.348472,38.222031,38.189619,38.191157,38.189775,38.263092,38.529995,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,526
-93.51103,-93.49311,-93.497278,-93.496377,-93.050453,-93.059974,-93.067291,-93.290454,-93.291851,-93.512743,-93.51103,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.55621,38.899016,38.92843,38.942837,38.928244,38.693077,38.529995,38.535388,38.506321,38.512476,38.55621,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529
-90.958536,-90.707249,-90.6615829068768,-90.657254,-90.595354,-90.555693,-90.500117,-90.467784,-90.4509699408919,-90.395816,-90.298711,-90.2765837220256,-90.230336,-90.2072823011856,-90.113327,-90.117707,-90.195678,-90.320213,-90.382268,-90.440617,-90.482299,-90.492149,-90.541612,-90.660509,-90.732328,-90.742412,-90.773622,-90.916554,-90.964461,-90.958536,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.870865,38.902722,38.9347033077532,38.92027,38.87505,38.870785,38.910408,38.961809,38.9613950033245,38.960037,38.923395,38.9193384672116,38.91086,38.8987323228399,38.849306,38.805748,38.821261,38.891148,38.821942,38.82765,38.764348,38.751793,38.685267,38.688551,38.639302,38.634563,38.594617,38.534725,38.547545,38.870865,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,536
-99.425986,-99.207564,-98.748526,-98.721975,-98.72143,-98.724387,-98.906096,-99.179248,-99.376036,-99.417316,-99.426353,-99.425986,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.046471,41.047003,41.04664,41.046674,40.698903,40.689772,40.652722,40.660541,40.664262,40.670825,40.699772,41.046471,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544
-102.051304798597,-102.051294151579,-101.345365,-101.342788,-102.051308551844,-102.051304798597,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.440007993377,40.697546832389,40.698093,40.350444,40.3492213568722,40.440007993377,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,549
-98.278103,-97.825723,-97.82478,-97.824114,-98.273571,-98.27809,-98.278103,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.698291,40.698555,40.698537,40.350541,40.350359,40.350347,40.698291,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,551
-99.179403,-98.726827,-98.726372963939,-99.0670183498981,-99.085597,-99.1791331508611,-99.179403,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.350681,40.350398,40.0023362731669,40.0021435130522,40.002133,40.0021089526949,40.350681,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,559
-100.197807,-100.094798,-99.642209,-99.630459,-99.6282538492245,-99.813401,-100.177797545879,-100.19359,-100.193599056836,-100.197807,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.350027,40.351245,40.3512,40.35112,40.0017719472684,40.0014,40.0015658138516,40.001573,40.0015730057199,40.350027,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560
-96.916055,-96.913468,-96.912637,-96.463632,-96.463667,-96.4637120767748,-96.469945,-96.805768,-96.873812,-96.9164070054658,-96.916055,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.349727,40.369365,40.523625,40.523013,40.262173,40.0009585725545,40.000966,40.0013684550954,40.00145,40.0014540910439,40.349727,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,561
-97.368688,-96.916055,-96.9164070054658,-97.009165,-97.369199035315,-97.368688,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.350392,40.349727,40.0014540910439,40.001463,40.0019393057605,40.350392,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,570
-96.463632,-96.067012,-96.066736,-96.463667,-96.463632,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.523013,40.523148,40.262038,40.262173,40.523013,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,571
-99.179248,-98.906096,-98.724387,-98.723948,-98.726827,-99.179403,-99.179248,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.660541,40.652722,40.689772,40.350391,40.350398,40.350681,40.660541,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,572
-102.055535,-102.055256,-101.98463,-101.40726,-101.269695,-101.270381,-101.249975,-102.051761,-102.055528,-102.055535,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.221547,41.395162,41.394712,41.395416,41.394934,41.047392,41.00395,41.00389,41.047457,41.221547,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573
-96.067012,-95.7122803718011,-95.694726,-95.684363,-95.649418,-95.641027,-95.653729,-95.598657,-95.553292,-95.5481820011801,-95.5478703162703,-96.010176,-96.066736,-96.067012,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.523148,40.5237544262074,40.493602,40.463366,40.396149,40.366399,40.322582,40.309809,40.291158,40.2644146728427,40.2627834608198,40.261482,40.262038,40.523148,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,582
-96.463667,-96.066736,-96.010176,-96.0106788179345,-96.02409,-96.154365,-96.239172,-96.2392078784111,-96.4637120767748,-96.463667,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.262173,40.262038,40.261482,40.000704665772,40.000719,40.000495,40.000691,40.0006910427544,40.0009585725545,40.262173,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,585
-97.368401,-96.913493,-96.912637,-96.913468,-96.916055,-97.368688,-97.368401,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.698625,40.697948,40.523625,40.369365,40.349727,40.350392,40.698625,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592
