SM1,SM2,SM3,SM4,SM5,SM6,SM7,SM8,SM9,SM10,SM11,SM12,SM13,SM14,SM15,SM16,SM17,SM18,SM19,SM20,SM21,SM22,SM23,SM24,SM25,SM26,SM27,SM28,SM29,SM30,SM31,SM32,SM33,SM34,SM35,SM36,SM37,SM38,SM39,SM40,SM41,SM42,SM43,SM44,SM45,SM46,SM47,SM48,SM49,SM50,SM51,SM52,SM53,SM54,SM55,SM56,SM57,SM58,SM59,SM60,SM61,SM62,SM63,SM64,SM65,SM66,SM67,SM68,SM69,SM70,SM71,SM72,SM73,SM74,SM75,SM76,SM77,SM78,SM79,SM80,SM81,SM82,SM83,SM84,SM85,SM86,SM87,SM88,SM89,SM90,SM91,SM92,SM93,SM94,SM95,SM96,SM97,SM98,SM99,SM100,SM101,SM102,SM103,SM104,SM105,SM106,SM107,SM108,SM109,SM110,SM111,SM112,SM113,SM114,SM115,SM116,SM117,SM118,SM119,SM120,SM121,SM122
0.402470331,0.37496457,0.37496457,0.385793009,0.381801559,0.374911968,0.378851647,0.378851647,0.389315926,0.356335453,0.339297308,0.331557074,0.343997437,0.323859601,0.322624985,0.322624985,0.350645258,0.351578516,0.347409517,0.33230233,0.317364513,0.316826145,0.310833112,0.310833112,0.294553143,0.268836051,0.257230798,0.214703554,0.214703554,0.172503278,0.135943914,0.135943914,0.101093743,0.075075539,0.047029781,0.075008966,0.149414699,0.176242021,0.176242021,0.176242021,0.251799617,0.244824457,0.301753018,0.298260811,0.298260811,0.298260811,0.298260811,0.298260811,0.365647484,0.326052442,0.286457399,0.32362353,0.317613452,0.317613452,0.30558132,0.30558132,0.31195596,0.29705741,0.275813327,0.258107984,0.246373258,0.238669368,0.210968945,0.210968945,0.19717134,0.173869983,0.147667555,0.100183098,0.088193736,0.07496909,0.066481779,0.066481779,0.053987069,0.070435803,0.071009168,0.088254205,0.141778031,0.175364092,0.194040495,0.194040495,0.218793324,0.19791252,0.229229773,0.158645029,0.157245275,0.12476301,0.121004845,0.121004845,0.115901441,0.128223036,0.143107088,0.161899519,0.161899519,0.19198278,0.182701486,0.182701486,0.192932012,0.199832675,0.185635638,0.183218955,0.157378148,0.154670041,0.142250264,0.142250264,0.112139914,0.096138054,0.091913198,0.087818515,0.095862938,0.085766322,0.12384602,0.125445255,0.155708902,0.140657602,0.140657602,0.154638616,0.12652872,0.091724747,0.086985887,0.085368786,0.066518667,0.055061068
0.309978829,0.312961563,0.304258639,0.304258639,0.300665304,0.300665304,0.297560795,0.311286584,0.309734013,0.368056296,0.372170758,0.399599245,0.38695417,0.38695417,0.398450911,0.387341742,0.362515775,0.353254865,0.346644112,0.3458525,0.330405677,0.330405677,0.322536158,0.313680326,0.299329964,0.268207807,0.253943424,0.24390283,0.24390283,0.24390283,0.22229783,0.198388985,0.180860786,0.15596119,0.212317717,0.212317717,0.239594966,0.239594966,0.269269522,0.269269522,0.323228741,0.311802925,0.302962968,0.293731096,0.293731096,0.293731096,0.293731096,0.303097661,0.303556922,0.307706809,0.332935727,0.332935727,0.348784344,0.348784344,0.357768863,0.372668932,0.399030967,0.37774344,0.353641444,0.33941186,0.323383779,0.323383779,0.292055325,0.293499555,0.284822412,0.289555993,0.282755936,0.285241402,0.268326116,0.268326116,0.25849074,0.241137327,0.22300437,0.215548053,0.215548053,0.214531951,0.226436115,0.226436115,0.245115628,0.230608052,0.225918671,0.20186867,0.193343277,0.174376222,0.207489227,0.207489227,0.209454669,0.2072425,0.225067111,0.275823158,0.28279424,0.274782906,0.274782906,0.274782906,0.311871362,0.344547272,0.356803289,0.356805945,0.326125561,0.326125561,0.301390975,0.301390975,0.265221603,0.245033904,0.225474272,0.182082869,0.175084849,0.157717393,0.172896016,0.172896016,0.169037753,0.162182107,0.171379282,0.156977826,0.144787539,0.120239423,0.129751478,0.129751478,0.125796914,0.116140471,0.11789182,0.110481711
0.238007249,0.241424554,0.229676563,0.229676563,0.217953818,0.217953818,0.211269341,0.220348014,0.212183399,0.244772405,0.254955857,0.279012616,0.273952028,0.273952028,0.282741359,0.27434043,0.264471374,0.25255051,0.246888447,0.242927842,0.230840378,0.230840378,0.224741289,0.213764887,0.201771974,0.173929891,0.162986487,0.152455987,0.152455987,0.152455987,0.138266142,0.129364509,0.120858759,0.111523408,0.163740692,0.163740692,0.188269958,0.188269958,0.213839529,0.213839529,0.265016507,0.253314522,0.258422821,0.256705355,0.256705355,0.256705355,0.256705355,0.273429854,0.287759136,0.2874493,0.300744431,0.300744431,0.305703034,0.305703034,0.305311095,0.304309863,0.316406568,0.303458423,0.290908732,0.281018694,0.274295568,0.274295568,0.265292036,0.278009691,0.274516168,0.286235437,0.277000436,0.284625184,0.258500866,0.258500866,0.23928027,0.22550618,0.204535751,0.188617972,0.188617972,0.192863002,0.198227992,0.198227992,0.205250034,0.214313713,0.220699522,0.214711955,0.207969068,0.207639433,0.223459314,0.223459314,0.220465395,0.2064697,0.207713993,0.229782229,0.236152221,0.224563309,0.224563309,0.224563309,0.254603656,0.265932017,0.271925468,0.264939399,0.248966878,0.248966878,0.224514589,0.224514589,0.20315654,0.181017246,0.160926307,0.117491564,0.130843407,0.124071968,0.142167335,0.142167335,0.151356659,0.141601542,0.159896187,0.141949546,0.13197021,0.1104758,0.119211619,0.119211619,0.121503429,0.108713679,0.105931902,0.103802365
0.353523287,0.367577347,0.367577347,0.367577347,0.369357228,0.398866959,0.373036837,0.3707551,0.362444978,0.341992208,0.337547932,0.328260697,0.320223945,0.313097888,0.292397413,0.28153477,0.281759988,0.279672931,0.279787263,0.277714845,0.272709015,0.270609272,0.256447118,0.251886734,0.237002768,0.213877552,0.213877552,0.200941504,0.200941504,0.210694465,0.157042146,0.142768828,0.120281377,0.123625358,0.123625358,0.123625358,0.142974183,0.148518723,0.165666989,0.165666989,0.201020658,0.206219161,0.206219161,0.211417664,0.211417664,0.211417664,0.211417664,0.219976259,0.228534853,0.23702,0.23702,0.23702,0.230823358,0.230823358,0.215874762,0.211450881,0.200099459,0.218636758,0.218636758,0.218705653,0.224214811,0.237723392,0.267230661,0.272026237,0.271285432,0.269979432,0.269979432,0.279725148,0.264790204,0.25748659,0.21951364,0.23182417,0.220411749,0.239245187,0.239245187,0.245665125,0.258932019,0.287744652,0.283478783,0.270801472,0.262486796,0.255768821,0.255768821,0.241447528,0.259351048,0.260482014,0.257006109,0.247174749,0.251028034,0.268334567,0.280451301,0.272298724,0.272298724,0.288951024,0.311387479,0.338645212,0.34477556,0.318179888,0.30079173,0.30079173,0.291057424,0.292574272,0.249959559,0.234882141,0.230132448,0.20095568,0.187329979,0.165733239,0.183509725,0.183509725,0.181463005,0.181404592,0.188173806,0.209840063,0.200138206,0.187904546,0.189537594,0.189537594,0.192307007,0.176787705,0.165233057,0.16198717
0.244994884,0.253011482,0.235342471,0.235342471,0.223109817,0.219913797,0.211555038,0.217531603,0.204301281,0.234282385,0.242491129,0.260341915,0.260997641,0.255162369,0.259937744,0.267891959,0.259119913,0.263917517,0.261425331,0.268700947,0.264680007,0.262826009,0.252669418,0.246698029,0.234300957,0.216975289,0.208166012,0.205397264,0.198891144,0.202072793,0.191279886,0.227510501,0.242110885,0.298038299,0.29511244,0.29511244,0.293355391,0.295589918,0.290641637,0.290641637,0.28326868,0.281776608,0.283116565,0.290104544,0.286539,0.285276262,0.285276262,0.295694161,0.300045746,0.29676231,0.312315498,0.312315498,0.328347625,0.327921502,0.331336713,0.320135261,0.333869683,0.316889129,0.302233775,0.280001387,0.283727064,0.287201683,0.28796016,0.29126674,0.29089822,0.288264299,0.269896398,0.258922527,0.266193912,0.271482499,0.261691981,0.273714294,0.281292951,0.311805946,0.311805946,0.314867761,0.283792488,0.274557543,0.259023261,0.233892031,0.201053659,0.189011562,0.180874633,0.166630511,0.16986984,0.16796762,0.165447024,0.154151843,0.15198157,0.152389052,0.15681316,0.147549233,0.148199119,0.141763531,0.152698754,0.166786424,0.172640975,0.162617045,0.163574263,0.163574263,0.157635366,0.15127336,0.137858099,0.173342198,0.181234901,0.208578997,0.227842783,0.259124707,0.277259094,0.265131474,0.255276178,0.230835403,0.221105217,0.204638851,0.202770043,0.192217933,0.201497803,0.203395052,0.219959849,0.211989729,0.204785669,0.206479908
0.299651681,0.305975181,0.296158064,0.296158064,0.292094685,0.292094685,0.289575687,0.293788102,0.287617909,0.304858498,0.303856074,0.311839916,0.298264892,0.298264892,0.295544739,0.282453237,0.267189118,0.260976199,0.261472202,0.262782996,0.258818037,0.258818037,0.264031139,0.251727122,0.241566147,0.214634764,0.19974537,0.184019441,0.184019441,0.184019441,0.168621625,0.147546723,0.130237054,0.115749758,0.158065543,0.158065543,0.175183244,0.175183244,0.198445352,0.198445352,0.234616729,0.226437081,0.222257833,0.220118577,0.220118577,0.220118577,0.220118577,0.23134999,0.233856077,0.252604432,0.262631231,0.262631231,0.262755677,0.262755677,0.265736631,0.261924267,0.265433674,0.256587006,0.250376207,0.246125271,0.243534851,0.243534851,0.241217409,0.247342261,0.244408073,0.252151008,0.243784152,0.246457672,0.23188596,0.23188596,0.220609008,0.225167554,0.215232533,0.220677133,0.220677133,0.236930288,0.237997555,0.237997555,0.237574737,0.226024535,0.22152811,0.204925228,0.19341808,0.177846743,0.197441412,0.197441412,0.195613839,0.19016423,0.196312485,0.235402241,0.240174387,0.234824043,0.234824043,0.234824043,0.265328363,0.282686691,0.285947084,0.271657933,0.251107764,0.251107764,0.231643644,0.231643644,0.203057077,0.185727987,0.172333143,0.137265058,0.133486385,0.120231418,0.132975007,0.132975007,0.13271977,0.125554422,0.132471505,0.121889165,0.109766844,0.089287202,0.08489028,0.08489028,0.078500913,0.067586663,0.059981102,0.068397719
0.228091579,0.242457076,0.234547931,0.234547931,0.220577836,0.220577836,0.218073255,0.217434899,0.204305675,0.207610503,0.215375338,0.227611268,0.226100482,0.226100482,0.229627365,0.237953141,0.241056145,0.249429299,0.244044802,0.251537028,0.231820139,0.231820139,0.221450029,0.222299077,0.208469001,0.203590917,0.198758863,0.207455327,0.207455327,0.207455327,0.198759881,0.219855784,0.223155145,0.271023161,0.276177928,0.276177928,0.271129083,0.271129083,0.274156247,0.274156247,0.271235005,0.255017703,0.260421933,0.262641627,0.262641627,0.262641627,0.262641627,0.273550119,0.283298748,0.288481341,0.301238734,0.301238734,0.311175205,0.311175205,0.316444572,0.310780772,0.320509169,0.313540293,0.302371002,0.289499797,0.277717407,0.277717407,0.272360085,0.285114043,0.278203093,0.276639152,0.264477141,0.27184611,0.253537825,0.253537825,0.230258461,0.237671026,0.228837599,0.236970461,0.236970461,0.256149208,0.235163975,0.235163975,0.222791602,0.226141305,0.21301711,0.219106417,0.217753238,0.225939814,0.23314809,0.23314809,0.23325055,0.215974345,0.210870783,0.219803617,0.224677268,0.214645385,0.214645385,0.214645385,0.239895211,0.25373359,0.260354285,0.257696277,0.241310624,0.241310624,0.223607135,0.223607135,0.204339398,0.191019137,0.176698114,0.170836253,0.187783807,0.193546186,0.203461262,0.203461262,0.220928897,0.207894827,0.213541858,0.198478341,0.196831179,0.184706076,0.202125544,0.202125544,0.213236519,0.200854836,0.20332781,0.186440794
0.230205791,0.240890697,0.236505493,0.236505493,0.231292259,0.231292259,0.231654415,0.240807726,0.237218434,0.259260447,0.266356045,0.283257209,0.273675565,0.273675565,0.275478199,0.266055712,0.256787241,0.245376986,0.240480644,0.238997315,0.22716893,0.22716893,0.223629157,0.215003631,0.202200816,0.176596388,0.165995852,0.15743321,0.15743321,0.15743321,0.141586288,0.126994756,0.116002968,0.105789354,0.163255242,0.163255242,0.184732583,0.184732583,0.213706214,0.213706214,0.263675812,0.252198949,0.260597402,0.266313798,0.266313798,0.266313798,0.266313798,0.278681961,0.290406297,0.281446583,0.292126384,0.292126384,0.29297513,0.29297513,0.289494077,0.287539294,0.296894099,0.287961605,0.276962623,0.270776375,0.258960445,0.258960445,0.251388944,0.259352134,0.250240011,0.264158511,0.25898118,0.270804022,0.246176801,0.246176801,0.233821833,0.230169747,0.211652604,0.207791294,0.207791294,0.225539373,0.226510339,0.226510339,0.230158763,0.228487672,0.226798878,0.220170084,0.215527694,0.211219502,0.22403262,0.22403262,0.223661664,0.20897829,0.209666889,0.215663329,0.214856012,0.198984026,0.198984026,0.198984026,0.216011954,0.229316429,0.234179722,0.241394553,0.226103505,0.226103505,0.205614155,0.205614155,0.188843746,0.168268389,0.14873661,0.108153985,0.13805631,0.136026379,0.156304829,0.156304829,0.172892333,0.162262781,0.191759196,0.180398622,0.177266182,0.163974849,0.1652952,0.1652952,0.176935559,0.158481776,0.146748513,0.138584251
0.153782596,0.158142547,0.158142547,0.158142547,0.159478632,0.159172657,0.158810527,0.18591059,0.19225997,0.239000636,0.239000636,0.264171885,0.280025656,0.324673461,0.386031872,0.387490757,0.390246798,0.373679244,0.373679244,0.389043335,0.352873839,0.320069781,0.300438335,0.330507708,0.33268475,0.345373142,0.345373142,0.379042407,0.379042407,0.402077073,0.298583682,0.265047345,0.205851858,0.200256002,0.200256002,0.200256002,0.192161146,0.184971846,0.178470433,0.178470433,0.167876578,0.195167038,0.195167038,0.222457499,0.222457499,0.222457499,0.222457499,0.221380057,0.220302614,0.228309402,0.228309402,0.228309402,0.274609184,0.274609184,0.306754479,0.293236242,0.312209593,0.302194528,0.302194528,0.280523122,0.26163197,0.243263126,0.218312586,0.200399719,0.176483181,0.169725399,0.169725399,0.157981027,0.159062826,0.152807131,0.203803944,0.218140362,0.241036466,0.249258625,0.249258625,0.278242092,0.262054657,0.249522356,0.225759364,0.210107512,0.188834981,0.186182725,0.186182725,0.177079516,0.173518213,0.168070737,0.17384658,0.172018685,0.169949595,0.17756487,0.17756487,0.182475059,0.182475059,0.183472846,0.176192222,0.161545856,0.142113437,0.134610257,0.134610257,0.134610257,0.129144336,0.121534531,0.108438308,0.101614529,0.095618073,0.091985975,0.091985975,0.085065776,0.079901332,0.075546957,0.07311262,0.069308594,0.065381564,0.061861618,0.061861618,0.061012825,0.062905203,0.059260212,0.05994206,0.066432666,0.073998109,0.068186558
0.163442667,0.163442667,0.149780058,0.149780058,0.157403869,0.159341329,0.141997112,0.144391618,0.146516378,0.158011344,0.154113785,0.160242732,0.156218245,0.18884054,0.192486125,0.241205067,0.257815869,0.295783871,0.271710025,0.275403419,0.263247138,0.273814068,0.264753685,0.254839229,0.247405417,0.262888729,0.240239502,0.245678959,0.22424775,0.201158364,0.175155697,0.164333177,0.163468318,0.16169585,0.193564467,0.193564467,0.221233585,0.225393297,0.234812378,0.263536423,0.263536423,0.247267714,0.268301278,0.267797533,0.296875126,0.252447983,0.252447983,0.257301344,0.248723505,0.232672964,0.235025596,0.235025596,0.240989989,0.23183948,0.222042597,0.215209058,0.208463376,0.19896238,0.18615885,0.180449226,0.191421809,0.220948488,0.226835745,0.264482509,0.268514306,0.304290886,0.273340069,0.272615796,0.263415603,0.270475098,0.256381872,0.23534353,0.241378412,0.263607189,0.263607189,0.255029368,0.235665226,0.223622311,0.229598609,0.179796929,0.163094229,0.163094229,0.144920836,0.133897211,0.11081457,0.097156666,0.084184256,0.05806186,0.052061757,0.043422335,0.061129905,0.059121951,0.061618654,0.079773597,0.095225179,0.115981243,0.115981243,0.113883283,0.101788288,0.101788288,0.084274807,0.069844929,0.058654235,0.084776459,0.089834295,0.093749765,0.085463426,0.086467709,0.102074027,0.08813576,0.07063326,0.04833273,0.066321351,0.068565464,0.073771654,0.073771654,0.082921887,0.073001018,0.084305284,0.063632127,0.058084643,0.047649448
0.130971732,0.130971732,0.11432789,0.11432789,0.108346433,0.134458371,0.13718543,0.15306474,0.15444887,0.179161838,0.174368836,0.181633544,0.161629131,0.147008496,0.137320345,0.159543153,0.166120706,0.169099686,0.162091715,0.16452426,0.178708954,0.16481262,0.145903287,0.126182991,0.120121862,0.114483663,0.108868666,0.105570865,0.101802806,0.103023719,0.097954534,0.09415793,0.118966571,0.129040616,0.146908936,0.146908936,0.177378481,0.183387642,0.209145971,0.214829972,0.214829972,0.222854895,0.204194796,0.185916868,0.167649737,0.154090112,0.154090112,0.162184061,0.156046587,0.15217887,0.176163878,0.176163878,0.198091053,0.193668889,0.197547564,0.195373453,0.192958652,0.178557391,0.1673469,0.152947746,0.168567782,0.163736219,0.172683255,0.151333443,0.169195498,0.180641986,0.16867142,0.151664281,0.181517018,0.193021726,0.216794075,0.188712926,0.202385067,0.223503874,0.223503874,0.205977952,0.182341658,0.16114951,0.172805352,0.110109713,0.098641599,0.098641599,0.099741074,0.090568354,0.091677393,0.090053899,0.090790691,0.085134976,0.087041215,0.082261995,0.096619541,0.093464019,0.096582949,0.12238552,0.147340569,0.155711137,0.155711137,0.159401417,0.137436854,0.137436854,0.101315219,0.083564551,0.06870382,0.083139421,0.087484216,0.085686064,0.09535389,0.097399755,0.115495406,0.108790824,0.106396556,0.088099728,0.077602949,0.061504551,0.058170098,0.055754851,0.045146798,0.047059983,0.048005671,0.067954468,0.07662542,0.086427013
0.129894284,0.129894284,0.105344453,0.105344453,0.093287906,0.123482661,0.121828237,0.147229956,0.15455949,0.185275622,0.187193804,0.210703831,0.190437055,0.178151279,0.167092767,0.188860323,0.196129372,0.196586235,0.189955943,0.196980713,0.200433784,0.20177188,0.185592543,0.169597861,0.163737178,0.163414238,0.154866721,0.156953976,0.140230546,0.150542053,0.147482559,0.16853317,0.196638317,0.221958871,0.231666475,0.231666475,0.255310575,0.252794097,0.265131051,0.259856815,0.259856815,0.259390579,0.236250695,0.216349556,0.189970928,0.180750932,0.180750932,0.182942127,0.178530886,0.174717538,0.191277783,0.191277783,0.207775781,0.208150473,0.213356961,0.203842215,0.194216827,0.182531404,0.171764003,0.155324273,0.174332289,0.184419941,0.198715383,0.201938671,0.19767572,0.21492105,0.197603646,0.175584232,0.195446783,0.211276295,0.221943261,0.219920936,0.228933813,0.254083759,0.254083759,0.237371428,0.214777618,0.197395262,0.205682145,0.150198077,0.132310217,0.132310217,0.12306599,0.102129259,0.088343612,0.084402559,0.080869918,0.072485088,0.071309372,0.067614445,0.081901476,0.079850443,0.083587808,0.095330758,0.112071905,0.115488405,0.115488405,0.103707807,0.092217045,0.092217045,0.064094484,0.053616782,0.045138579,0.048619694,0.047042853,0.041134029,0.060552954,0.064580082,0.078404837,0.073410833,0.07780056,0.072180544,0.06040109,0.039586053,0.037293411,0.030689926,0.025605252,0.02411927,0.025032689,0.067881071,0.079678976,0.095809446
0.136003647,0.136003647,0.122061082,0.122061082,0.136063046,0.143309862,0.129562717,0.147921528,0.152823299,0.177019936,0.171522098,0.171522098,0.17367936,0.202762683,0.204189949,0.255702146,0.272507049,0.311666538,0.286202976,0.286202976,0.284933084,0.266176815,0.247547353,0.206321025,0.1989828,0.195372969,0.181480575,0.181480575,0.172004765,0.154217185,0.139208655,0.138017636,0.144582956,0.146176144,0.155955506,0.155955506,0.174322526,0.18572844,0.189839564,0.202619887,0.202619887,0.219946183,0.2171321,0.2171321,0.214318018,0.19244809,0.19244809,0.213272914,0.207886361,0.205742475,0.212442651,0.212442651,0.226397481,0.212157358,0.19790229,0.195354106,0.190803188,0.176889856,0.160822421,0.160822421,0.157950898,0.201401071,0.207174045,0.251296226,0.255161584,0.302675408,0.263493272,0.263493272,0.240740499,0.247752059,0.227163754,0.203320451,0.20878851,0.229735725,0.229735725,0.229735725,0.210210218,0.206296319,0.211830603,0.166595204,0.14898544,0.14898544,0.133538039,0.133538039,0.111894545,0.0987699,0.086785905,0.061708041,0.05505222,0.044337681,0.052402305,0.052402305,0.050071084,0.063066883,0.071245069,0.082812058,0.082812058,0.08592,0.075728038,0.075728038,0.062564918,0.049973895,0.040067981,0.050727097,0.050177706,0.04845557,0.049987244,0.049987244,0.058385709,0.052112412,0.045468106,0.046445222,0.068178571,0.072710672,0.078103442,0.078103442,0.093040416,0.078900972,0.088047669,0.056957632,0.051139173,0.036758314
0.196874521,0.196874521,0.179633113,0.179633113,0.178349416,0.198157298,0.179762743,0.196820058,0.196820058,0.214043312,0.216192955,0.242738277,0.215221736,0.199526405,0.183371207,0.207098327,0.207098327,0.20191714,0.197740284,0.205309938,0.210932068,0.231331466,0.215682059,0.2091161,0.2091161,0.217084895,0.200991691,0.211553321,0.171065151,0.180165058,0.175538476,0.215503352,0.215503352,0.246898989,0.278076525,0.278076525,0.307323692,0.315187125,0.321771799,0.321771799,0.321771799,0.312441899,0.311474628,0.324158756,0.309540086,0.264388966,0.264388966,0.24498396,0.24498396,0.212705897,0.225075717,0.225075717,0.231170303,0.229407119,0.23715151,0.229341773,0.229341773,0.222517244,0.20651038,0.196173305,0.199064938,0.185891942,0.179218402,0.168556929,0.168556929,0.171912643,0.171956291,0.151677566,0.236170968,0.262924262,0.305041513,0.287751939,0.287751939,0.32630684,0.32630684,0.289533681,0.19392431,0.171580715,0.139429465,0.121404937,0.121404937,0.121404937,0.123775128,0.11437837,0.103869578,0.096069703,0.099640977,0.085692244,0.085692244,0.070627757,0.093576717,0.092979906,0.103134821,0.129696328,0.17262147,0.151004842,0.151004842,0.145295464,0.127518263,0.127518263,0.082209883,0.070179433,0.057648715,0.083446484,0.083446484,0.080607358,0.089161228,0.103250236,0.124201687,0.108644447,0.091245999,0.074185101,0.074185101,0.060639189,0.064174107,0.053251332,0.081877464,0.090319045,0.112757925,0.111175898,0.111175898,0.123308243
0.218763723,0.218763723,0.191591952,0.191591952,0.180532934,0.184871202,0.156411281,0.173483931,0.173483931,0.185562439,0.199355068,0.221106947,0.220120583,0.2060245,0.199798706,0.221465361,0.221465361,0.215042831,0.211594664,0.217150581,0.221680599,0.236000736,0.219179206,0.216592051,0.216592051,0.221706014,0.20593154,0.215466618,0.183719354,0.199544191,0.194900992,0.21458703,0.21458703,0.242576486,0.269064175,0.269064175,0.284327418,0.284156298,0.294222028,0.294222028,0.294222028,0.280313266,0.28343808,0.286665322,0.289687709,0.24662207,0.24662207,0.240077206,0.240077206,0.215271954,0.226355719,0.226355719,0.232698477,0.228652479,0.229207479,0.220763521,0.220763521,0.211510279,0.197664995,0.189358425,0.220369494,0.236561772,0.250271814,0.259094855,0.259094855,0.293416758,0.261450197,0.2454177,0.264762957,0.276467684,0.273435586,0.262655516,0.262655516,0.29502385,0.29502385,0.270948585,0.235504598,0.215602445,0.208246015,0.183931025,0.183931025,0.183931025,0.170864948,0.147588634,0.119655075,0.108171419,0.09912821,0.085592922,0.085592922,0.070234992,0.096954105,0.098606318,0.111049252,0.135400252,0.180606848,0.16364299,0.16364299,0.156908764,0.128536225,0.128536225,0.07956711,0.068171567,0.047656998,0.065744801,0.065744801,0.063729353,0.072187414,0.083851583,0.093783007,0.081773485,0.069028576,0.057136602,0.057136602,0.043661603,0.043244067,0.03639902,0.050107412,0.052486869,0.062828933,0.056985865,0.056985865,0.061984
0.237601581,0.237601581,0.228572136,0.228572136,0.20603314,0.207391156,0.188704715,0.196337458,0.196337458,0.191612195,0.199346717,0.217750391,0.212132511,0.207479868,0.203561262,0.225013689,0.225013689,0.225834825,0.225523653,0.235827683,0.237506075,0.248053929,0.234281581,0.230950618,0.230950618,0.233070777,0.220192483,0.227404273,0.201257664,0.209360518,0.203561913,0.236997862,0.236997862,0.264717993,0.295277506,0.295277506,0.31281047,0.322411626,0.328592248,0.328592248,0.328592248,0.314690107,0.317957262,0.337853334,0.324491572,0.301084549,0.301084549,0.293296474,0.293296474,0.277698926,0.27431779,0.27431779,0.274415335,0.275855993,0.275234549,0.266671106,0.266671106,0.266376302,0.252433429,0.243921185,0.250502437,0.267422669,0.276236632,0.273061364,0.273061364,0.293880215,0.264843395,0.25315062,0.28015122,0.291219449,0.300447412,0.289516888,0.289516888,0.326778206,0.326778206,0.290574727,0.247272737,0.227094908,0.212279704,0.190576249,0.190576249,0.190576249,0.183666558,0.165615358,0.14673984,0.138061787,0.135025936,0.121930922,0.121930922,0.108262067,0.134118434,0.135453681,0.147166707,0.149492631,0.182916007,0.172970076,0.172970076,0.153611347,0.136856633,0.136856633,0.108763034,0.098203168,0.079911486,0.111038638,0.111038638,0.11360245,0.121080392,0.138152628,0.149715149,0.131239284,0.10684568,0.093171218,0.093171218,0.076390218,0.0944839,0.092241489,0.115107691,0.115433142,0.136528245,0.132535121,0.132535121,0.127125179
0.162558887,0.162558887,0.141732303,0.141732303,0.14173107,0.164467738,0.164013998,0.175332662,0.17640417,0.199518967,0.194126667,0.202454966,0.175190812,0.16670213,0.156512847,0.173026862,0.178125849,0.17922988,0.172921339,0.181044377,0.1850884,0.165986847,0.14605045,0.127917189,0.124969924,0.118696646,0.113792563,0.104102115,0.108678725,0.114417396,0.112031705,0.117746398,0.113655423,0.121326442,0.145794165,0.145794165,0.186379133,0.206082649,0.228209842,0.254669316,0.254669316,0.276385318,0.267764179,0.263434892,0.250521903,0.205639445,0.205639445,0.192891827,0.187267943,0.161506414,0.171827522,0.171827522,0.199853933,0.199840477,0.209540474,0.188817406,0.190277559,0.188256688,0.178220841,0.155199414,0.174289768,0.169127179,0.188750229,0.166519184,0.179879631,0.189926218,0.184206155,0.16026673,0.200713193,0.218142538,0.249952193,0.222822115,0.228327245,0.246704555,0.246704555,0.228468352,0.167144023,0.146289483,0.140372186,0.092663924,0.086941745,0.086941745,0.082990569,0.072430618,0.079806213,0.080694746,0.084740537,0.07703528,0.090141127,0.095642153,0.113091813,0.111911334,0.121665117,0.142800109,0.180564976,0.175016056,0.175016056,0.173364436,0.134526106,0.134526106,0.082155575,0.069933291,0.044628282,0.052198277,0.055097446,0.054659445,0.066760095,0.072507879,0.095020037,0.092812333,0.09728835,0.090367541,0.078780827,0.06968536,0.078734447,0.067589291,0.082114228,0.086655874,0.098567122,0.105230766,0.09601239,0.091282789
0.215517913,0.215517913,0.202320917,0.202320917,0.194915869,0.196420199,0.173017693,0.181759169,0.182799833,0.185987528,0.185507359,0.199123653,0.178309289,0.196504219,0.190132165,0.216811052,0.23229358,0.244638034,0.234280746,0.262518515,0.234591033,0.253292227,0.243112927,0.235250435,0.234515521,0.245690846,0.229497438,0.248896258,0.220797265,0.202560267,0.178613893,0.18290079,0.182296294,0.187037,0.235095013,0.235095013,0.281027444,0.283007771,0.300782565,0.318463218,0.318463218,0.302119212,0.311047879,0.310326462,0.328905212,0.287524729,0.287524729,0.291410034,0.285599336,0.267808493,0.259651383,0.259651383,0.253996814,0.243939269,0.227340358,0.217318646,0.2152394,0.207453394,0.193693288,0.183683124,0.211285151,0.257407454,0.278000603,0.30718869,0.307767909,0.35508275,0.317047662,0.321480554,0.29947461,0.306227667,0.288241257,0.27286004,0.274226551,0.29952652,0.29952652,0.283565041,0.254921388,0.241309839,0.24251323,0.209030033,0.197821575,0.197821575,0.178912611,0.155463389,0.129905611,0.119907159,0.109724676,0.092731575,0.086950832,0.080278085,0.096541954,0.091308157,0.094778728,0.119682928,0.144047053,0.165736119,0.165736119,0.170783489,0.146893097,0.146893097,0.106165172,0.09690961,0.077718507,0.099985357,0.106655638,0.108539489,0.103451399,0.113254492,0.122072637,0.111577025,0.097073506,0.076413053,0.099606061,0.103906931,0.110858353,0.112845076,0.123391208,0.116010319,0.13303949,0.114924837,0.11114115,0.103884047
